title,genre,overview,content
The Game,"Action, Drama, Mystery","After a wealthy banker is given an opportunity to participate in a mysterious game, his life is turned upside down when he becomes unable to distinguish between the game and reality.",action drama mystery after a wealthy banker is given an opportunity to participate in a mysterious game his life is turned upside down when he becomes unable to distinguish between the game and reality
Breaking the Waves,Drama,"Oilman Jan is paralyzed in an accident. His wife, who prayed for his return, feels guilty; even more, when Jan urges her to have sex with another.",drama oilman jan is paralyzed in an accident his wife who prayed for his return feels guilty even more when jan urges her to have sex with another
Ed Wood,"Biography, Comedy, Drama","Ambitious but troubled movie director Edward D. Wood Jr. tries his best to fulfill his dreams, despite his lack of talent.",biography comedy drama ambitious but troubled movie director edward d wood jr tries his best to fulfill his dreams despite his lack of talent
What's Eating Gilbert Grape,Drama,A young man in a small Midwestern town struggles to care for his mentally-disabled younger brother and morbidly obese mother while attempting to pursue his own happiness.,drama a young man in a small midwestern town struggles to care for his mentallydisabled younger brother and morbidly obese mother while attempting to pursue his own happiness
Tombstone,"Action, Biography, Drama","A successful lawman's plans to retire anonymously in Tombstone, Arizona are disrupted by the kind of outlaws he was famous for eliminating.",action biography drama a successful lawmans plans to retire anonymously in tombstone arizona are disrupted by the kind of outlaws he was famous for eliminating
The Sandlot,"Comedy, Drama, Family","In the summer of 1962, a new kid in town is taken under the wing of a young baseball prodigy and his rowdy team, resulting in many adventures.",comedy drama family in the summer of  a new kid in town is taken under the wing of a young baseball prodigy and his rowdy team resulting in many adventures
The Remains of the Day,"Drama, Romance",A butler who sacrificed body and soul to service in the years leading up to World War II realizes too late how misguided his loyalty was to his lordly employer.,drama romance a butler who sacrificed body and soul to service in the years leading up to world war ii realizes too late how misguided his loyalty was to his lordly employer
Naked,"Comedy, Drama","Parallel tales of two sexually obsessed men, one hurting and annoying women physically and mentally, one wandering around the city talking to strangers and experiencing dimensions of life.",comedy drama parallel tales of two sexually obsessed men one hurting and annoying women physically and mentally one wandering around the city talking to strangers and experiencing dimensions of life
The Fugitive,"Action, Crime, Drama","Dr. Richard Kimble, unjustly accused of murdering his wife, must find the real killer while being the target of a nationwide manhunt led by a seasoned U.S. Marshal.",action crime drama dr richard kimble unjustly accused of murdering his wife must find the real killer while being the target of a nationwide manhunt led by a seasoned us marshal
A Bronx Tale,"Crime, Drama, Romance",A father becomes worried when a local gangster befriends his son in the Bronx in the 1960s.,crime drama romance a father becomes worried when a local gangster befriends his son in the bronx in the s
Batman: Mask of the Phantasm,"Animation, Action, Crime",Batman is wrongly implicated in a series of murders of mob bosses actually done by a new vigilante assassin.,animation action crime batman is wrongly implicated in a series of murders of mob bosses actually done by a new vigilante assassin
Lat sau san taam,"Action, Crime, Thriller",A tough-as-nails cop teams up with an undercover agent to shut down a sinister mobster and his crew.,action crime thriller a toughasnails cop teams up with an undercover agent to shut down a sinister mobster and his crew
Night on Earth,"Comedy, Drama",An anthology of 5 different cab drivers in 5 American and European cities and their remarkable fares on the same eventful night.,comedy drama an anthology of  different cab drivers in  american and european cities and their remarkable fares on the same eventful night
La double vie de Véronique,"Drama, Fantasy, Music","Two parallel stories about two identical women; one living in Poland, the other in France. They don't know each other, but their lives are nevertheless profoundly connected.",drama fantasy music two parallel stories about two identical women one living in poland the other in france they dont know each other but their lives are nevertheless profoundly connected
